,publication_year,stemmed_tokens,NoD,NoS,NoUS,t10 stemmed_tokens,t50 stemmed_tokens,t100 stemmed_tokens,t500 stemmed_tokens,NoUS (t1%),t1% of stemmed_tokens,NoUS (t10%),t10% of stemmed_tokens,NoUS (t20%),t20% of stemmed_tokens,NoUS (t25%),t25% of stemmed_tokens
46,1925,NA,2,29,12,"[[('structur', 6), ('mean', 3), ('crystal', 3), ('factor', 3), ('intens', 3), ('charg', 3), ('space', 2), ('effect', 2), ('x', 1), ('reflexion', 1)]]","[[('structur', 6), ('mean', 3), ('crystal', 3), ('factor', 3), ('intens', 3), ('charg', 3), ('space', 2), ('effect', 2), ('x', 1), ('reflexion', 1), ('complic', 1), ('atom', 1)]]","[[('structur', 6), ('mean', 3), ('crystal', 3), ('factor', 3), ('intens', 3), ('charg', 3), ('space', 2), ('effect', 2), ('x', 1), ('reflexion', 1), ('complic', 1), ('atom', 1)]]","[[('structur', 6), ('mean', 3), ('crystal', 3), ('factor', 3), ('intens', 3), ('charg', 3), ('space', 2), ('effect', 2), ('x', 1), ('reflexion', 1), ('complic', 1), ('atom', 1)]]",0,,1,"[[('structur', 6)]]",2,"[[('structur', 6), ('mean', 3)]]",3,"[[('structur', 6), ('mean', 3), ('crystal', 3)]]"
47,1926,NA,1,22,11,"[[('potenti', 3), ('sheath', 3), ('distribut', 3), ('molecul', 3), ('drop', 2), ('veloc', 2), ('gas', 2), ('actual', 1), ('among', 1), ('ion', 1)]]","[[('potenti', 3), ('sheath', 3), ('distribut', 3), ('molecul', 3), ('drop', 2), ('veloc', 2), ('gas', 2), ('actual', 1), ('among', 1), ('ion', 1), ('total', 1)]]","[[('potenti', 3), ('sheath', 3), ('distribut', 3), ('molecul', 3), ('drop', 2), ('veloc', 2), ('gas', 2), ('actual', 1), ('among', 1), ('ion', 1), ('total', 1)]]","[[('potenti', 3), ('sheath', 3), ('distribut', 3), ('molecul', 3), ('drop', 2), ('veloc', 2), ('gas', 2), ('actual', 1), ('among', 1), ('ion', 1), ('total', 1)]]",0,,1,"[[('potenti', 3)]]",2,"[[('potenti', 3), ('sheath', 3)]]",3,"[[('potenti', 3), ('sheath', 3), ('distribut', 3)]]"
48,1927,NA,1,25,10,"[[('solid', 5), ('unit', 4), ('angl', 4), ('electron', 3), ('per', 2), ('speed', 2), ('front', 2), ('direct', 1), ('number', 1), ('target', 1)]]","[[('solid', 5), ('unit', 4), ('angl', 4), ('electron', 3), ('per', 2), ('speed', 2), ('front', 2), ('direct', 1), ('number', 1), ('target', 1)]]","[[('solid', 5), ('unit', 4), ('angl', 4), ('electron', 3), ('per', 2), ('speed', 2), ('front', 2), ('direct', 1), ('number', 1), ('target', 1)]]","[[('solid', 5), ('unit', 4), ('angl', 4), ('electron', 3), ('per', 2), ('speed', 2), ('front', 2), ('direct', 1), ('number', 1), ('target', 1)]]",0,,1,"[[('solid', 5)]]",2,"[[('solid', 5), ('unit', 4)]]",2,"[[('solid', 5), ('unit', 4)]]"
49,1928,NA,,,,,,,,,,,,,,,
50,1929,NA,1,30,15,"[[('energi', 5), ('astrophysikalisch', 3), ('derteilchen', 3), ('ursprnglichen', 3), ('auf', 3), ('hinblick', 3), ('gesichtspunkt', 2), ('das', 1), ('inner', 1), ('ergebni', 1)]]","[[('energi', 5), ('astrophysikalisch', 3), ('derteilchen', 3), ('ursprnglichen', 3), ('auf', 3), ('hinblick', 3), ('gesichtspunkt', 2), ('das', 1), ('inner', 1), ('ergebni', 1), ('mit', 1), ('al', 1), ('prozent', 1), ('von', 1), ('der', 1)]]","[[('energi', 5), ('astrophysikalisch', 3), ('derteilchen', 3), ('ursprnglichen', 3), ('auf', 3), ('hinblick', 3), ('gesichtspunkt', 2), ('das', 1), ('inner', 1), ('ergebni', 1), ('mit', 1), ('al', 1), ('prozent', 1), ('von', 1), ('der', 1)]]","[[('energi', 5), ('astrophysikalisch', 3), ('derteilchen', 3), ('ursprnglichen', 3), ('auf', 3), ('hinblick', 3), ('gesichtspunkt', 2), ('das', 1), ('inner', 1), ('ergebni', 1), ('mit', 1), ('al', 1), ('prozent', 1), ('von', 1), ('der', 1)]]",0,,2,"[[('energi', 5), ('astrophysikalisch', 3)]]",3,"[[('energi', 5), ('astrophysikalisch', 3), ('derteilchen', 3)]]",4,"[[('energi', 5), ('astrophysikalisch', 3), ('derteilchen', 3), ('ursprnglichen', 3)]]"
51,1930,NA,2,52,29,"[[('molecul', 4), ('unit', 3), ('distanc', 3), ('von', 3), ('quecksilberatomen', 3), ('natriumionen', 3), ('anregenden', 3), ('behaviour', 2), ('electron', 2), ('per', 2)]]","[[('molecul', 4), ('unit', 3), ('distanc', 3), ('von', 3), ('quecksilberatomen', 3), ('natriumionen', 3), ('anregenden', 3), ('behaviour', 2), ('electron', 2), ('per', 2), ('energi', 2), ('zusammensto', 2), ('mit', 2), ('sten', 2), ('ausbeut', 2), ('attach', 1), ('result', 1), ('drift', 1), ('agit', 1), ('amongst', 1), ('statist', 1), ('anregung', 1), ('quecksilb', 1), ('langsam', 1), ('letzter', 1), ('spannungen', 1), ('auftreten', 1), ('der', 1), ('lini', 1)]]","[[('molecul', 4), ('unit', 3), ('distanc', 3), ('von', 3), ('quecksilberatomen', 3), ('natriumionen', 3), ('anregenden', 3), ('behaviour', 2), ('electron', 2), ('per', 2), ('energi', 2), ('zusammensto', 2), ('mit', 2), ('sten', 2), ('ausbeut', 2), ('attach', 1), ('result', 1), ('drift', 1), ('agit', 1), ('amongst', 1), ('statist', 1), ('anregung', 1), ('quecksilb', 1), ('langsam', 1), ('letzter', 1), ('spannungen', 1), ('auftreten', 1), ('der', 1), ('lini', 1)]]","[[('molecul', 4), ('unit', 3), ('distanc', 3), ('von', 3), ('quecksilberatomen', 3), ('natriumionen', 3), ('anregenden', 3), ('behaviour', 2), ('electron', 2), ('per', 2), ('energi', 2), ('zusammensto', 2), ('mit', 2), ('sten', 2), ('ausbeut', 2), ('attach', 1), ('result', 1), ('drift', 1), ('agit', 1), ('amongst', 1), ('statist', 1), ('anregung', 1), ('quecksilb', 1), ('langsam', 1), ('letzter', 1), ('spannungen', 1), ('auftreten', 1), ('der', 1), ('lini', 1)]]",0,,3,"[[('molecul', 4), ('unit', 3), ('distanc', 3)]]",6,"[[('molecul', 4), ('unit', 3), ('distanc', 3), ('von', 3), ('quecksilberatomen', 3), ('natriumionen', 3)]]",7,"[[('molecul', 4), ('unit', 3), ('distanc', 3), ('von', 3), ('quecksilberatomen', 3), ('natriumionen', 3), ('anregenden', 3)]]"
52,1931,NA,,,,,,,,,,,,,,,
53,1932,NA,2,45,18,"[[('geometr', 6), ('surfac', 4), ('polar', 4), ('phenomenon', 4), ('depend', 4), ('forc', 3), ('sphere', 3), ('solid', 3), ('contact', 2), ('depolar', 2)]]","[[('geometr', 6), ('surfac', 4), ('polar', 4), ('phenomenon', 4), ('depend', 4), ('forc', 3), ('sphere', 3), ('solid', 3), ('contact', 2), ('depolar', 2), ('structur', 2), ('close', 2), ('energi', 1), ('cohes', 1), ('film', 1), ('unequ', 1), ('rang', 1), ('valu', 1)]]","[[('geometr', 6), ('surfac', 4), ('polar', 4), ('phenomenon', 4), ('depend', 4), ('forc', 3), ('sphere', 3), ('solid', 3), ('contact', 2), ('depolar', 2), ('structur', 2), ('close', 2), ('energi', 1), ('cohes', 1), ('film', 1), ('unequ', 1), ('rang', 1), ('valu', 1)]]","[[('geometr', 6), ('surfac', 4), ('polar', 4), ('phenomenon', 4), ('depend', 4), ('forc', 3), ('sphere', 3), ('solid', 3), ('contact', 2), ('depolar', 2), ('structur', 2), ('close', 2), ('energi', 1), ('cohes', 1), ('film', 1), ('unequ', 1), ('rang', 1), ('valu', 1)]]",0,,2,"[[('geometr', 6), ('surfac', 4)]]",4,"[[('geometr', 6), ('surfac', 4), ('polar', 4), ('phenomenon', 4)]]",4,"[[('geometr', 6), ('surfac', 4), ('polar', 4), ('phenomenon', 4)]]"
54,1933,NA,,,,,,,,,,,,,,,
55,1934,NA,1,22,7,"[[('posit', 5), ('gradient', 5), ('column', 3), ('gas', 3), ('voltag', 3), ('cm', 2), ('rare', 1)]]","[[('posit', 5), ('gradient', 5), ('column', 3), ('gas', 3), ('voltag', 3), ('cm', 2), ('rare', 1)]]","[[('posit', 5), ('gradient', 5), ('column', 3), ('gas', 3), ('voltag', 3), ('cm', 2), ('rare', 1)]]","[[('posit', 5), ('gradient', 5), ('column', 3), ('gas', 3), ('voltag', 3), ('cm', 2), ('rare', 1)]]",0,,1,"[[('posit', 5)]]",1,"[[('posit', 5)]]",2,"[[('posit', 5), ('gradient', 5)]]"
56,1935,NA,,,,,,,,,,,,,,,
57,1936,NA,,,,,,,,,,,,,,,
58,1937,NA,3,68,34,"[[('current', 5), ('differ', 4), ('pure', 4), ('safeti', 4), ('audienc', 4), ('observ', 3), ('imag', 3), ('asymmetr', 3), ('tungsten', 3), ('fine', 2)]]","[[('current', 5), ('differ', 4), ('pure', 4), ('safeti', 4), ('audienc', 4), ('observ', 3), ('imag', 3), ('asymmetr', 3), ('tungsten', 3), ('fine', 2), ('present', 2), ('refer', 2), ('ion', 2), ('bulb', 2), ('caesium', 2), ('atom', 2), ('perfect', 2), ('modern', 2), ('thought', 2), ('special', 1), ('intens', 1), ('mirror', 1), ('pattern', 1), ('structur', 1), ('temperatur', 1), ('emiss', 1), ('vapor', 1), ('film', 1), ('filament', 1), ('think', 1), ('object', 1), ('engin', 1), ('elementari', 1), ('particl', 1)]]","[[('current', 5), ('differ', 4), ('pure', 4), ('safeti', 4), ('audienc', 4), ('observ', 3), ('imag', 3), ('asymmetr', 3), ('tungsten', 3), ('fine', 2), ('present', 2), ('refer', 2), ('ion', 2), ('bulb', 2), ('caesium', 2), ('atom', 2), ('perfect', 2), ('modern', 2), ('thought', 2), ('special', 1), ('intens', 1), ('mirror', 1), ('pattern', 1), ('structur', 1), ('temperatur', 1), ('emiss', 1), ('vapor', 1), ('film', 1), ('filament', 1), ('think', 1), ('object', 1), ('engin', 1), ('elementari', 1), ('particl', 1)]]","[[('current', 5), ('differ', 4), ('pure', 4), ('safeti', 4), ('audienc', 4), ('observ', 3), ('imag', 3), ('asymmetr', 3), ('tungsten', 3), ('fine', 2), ('present', 2), ('refer', 2), ('ion', 2), ('bulb', 2), ('caesium', 2), ('atom', 2), ('perfect', 2), ('modern', 2), ('thought', 2), ('special', 1), ('intens', 1), ('mirror', 1), ('pattern', 1), ('structur', 1), ('temperatur', 1), ('emiss', 1), ('vapor', 1), ('film', 1), ('filament', 1), ('think', 1), ('object', 1), ('engin', 1), ('elementari', 1), ('particl', 1)]]",0,,3,"[[('current', 5), ('differ', 4), ('pure', 4)]]",7,"[[('current', 5), ('differ', 4), ('pure', 4), ('safeti', 4), ('audienc', 4), ('observ', 3), ('imag', 3)]]",8,"[[('current', 5), ('differ', 4), ('pure', 4), ('safeti', 4), ('audienc', 4), ('observ', 3), ('imag', 3), ('asymmetr', 3)]]"
59,1938,NA,8,179,74,"[[('state', 9), ('ionize', 8), ('field', 7), ('process', 6), ('form', 5), ('free', 5), ('excit', 5), ('number', 4), ('chlorin', 4), ('band', 4)]]","[[('state', 9), ('ionize', 8), ('field', 7), ('process', 6), ('form', 5), ('free', 5), ('excit', 5), ('number', 4), ('chlorin', 4), ('band', 4), ('atom', 4), ('concept', 4), ('plant', 4), ('frequenc', 3), ('molecul', 3), ('octahedr', 3), ('potenti', 3), ('electron', 3), ('radiat', 3), ('thermal', 3), ('presenc', 3), ('incid', 3), ('ground', 3), ('second', 3), ('separ', 3), ('green', 3), ('wave', 2), ('vibrat', 2), ('head', 2), ('mean', 2), ('annihil', 2), ('singl', 2), ('quantum', 2), ('distinct', 2), ('degener', 2), ('theori', 2), ('classic', 2), ('perfect', 2), ('formula', 2), ('way', 2), ('helium', 2), ('new', 2), ('energi', 2), ('heat', 2), ('compon', 2), ('doublet', 2), ('absenc', 2), ('main', 2), ('object', 2), ('isotop', 1)]]","[[('state', 9), ('ionize', 8), ('field', 7), ('process', 6), ('form', 5), ('free', 5), ('excit', 5), ('number', 4), ('chlorin', 4), ('band', 4), ('atom', 4), ('concept', 4), ('plant', 4), ('frequenc', 3), ('molecul', 3), ('octahedr', 3), ('potenti', 3), ('electron', 3), ('radiat', 3), ('thermal', 3), ('presenc', 3), ('incid', 3), ('ground', 3), ('second', 3), ('separ', 3), ('green', 3), ('wave', 2), ('vibrat', 2), ('head', 2), ('mean', 2), ('annihil', 2), ('singl', 2), ('quantum', 2), ('distinct', 2), ('degener', 2), ('theori', 2), ('classic', 2), ('perfect', 2), ('formula', 2), ('way', 2), ('helium', 2), ('new', 2), ('energi', 2), ('heat', 2), ('compon', 2), ('doublet', 2), ('absenc', 2), ('main', 2), ('object', 2), ('isotop', 1), ('symmetri', 1), ('general', 1), ('particular', 1), ('special', 1), ('nucleus', 1), ('degre', 1), ('matter', 1), ('gas', 1), ('assembl', 1), ('differ', 1), ('lowest', 1), ('level', 1), ('specif', 1), ('measur', 1), ('region', 1), ('spectrum', 1), ('diatom', 1), ('spectra', 1), ('quench', 1), ('fluoresc', 1), ('complex', 1), ('dye', 1), ('photosynthesi', 1), ('assimil', 1)]]","[[('state', 9), ('ionize', 8), ('field', 7), ('process', 6), ('form', 5), ('free', 5), ('excit', 5), ('number', 4), ('chlorin', 4), ('band', 4), ('atom', 4), ('concept', 4), ('plant', 4), ('frequenc', 3), ('molecul', 3), ('octahedr', 3), ('potenti', 3), ('electron', 3), ('radiat', 3), ('thermal', 3), ('presenc', 3), ('incid', 3), ('ground', 3), ('second', 3), ('separ', 3), ('green', 3), ('wave', 2), ('vibrat', 2), ('head', 2), ('mean', 2), ('annihil', 2), ('singl', 2), ('quantum', 2), ('distinct', 2), ('degener', 2), ('theori', 2), ('classic', 2), ('perfect', 2), ('formula', 2), ('way', 2), ('helium', 2), ('new', 2), ('energi', 2), ('heat', 2), ('compon', 2), ('doublet', 2), ('absenc', 2), ('main', 2), ('object', 2), ('isotop', 1), ('symmetri', 1), ('general', 1), ('particular', 1), ('special', 1), ('nucleus', 1), ('degre', 1), ('matter', 1), ('gas', 1), ('assembl', 1), ('differ', 1), ('lowest', 1), ('level', 1), ('specif', 1), ('measur', 1), ('region', 1), ('spectrum', 1), ('diatom', 1), ('spectra', 1), ('quench', 1), ('fluoresc', 1), ('complex', 1), ('dye', 1), ('photosynthesi', 1), ('assimil', 1)]]",1,"[[('state', 9)]]",7,"[[('state', 9), ('ionize', 8), ('field', 7), ('process', 6), ('form', 5), ('free', 5), ('excit', 5)]]",15,"[[('state', 9), ('ionize', 8), ('field', 7), ('process', 6), ('form', 5), ('free', 5), ('excit', 5), ('number', 4), ('chlorin', 4), ('band', 4), ('atom', 4), ('concept', 4), ('plant', 4), ('frequenc', 3), ('molecul', 3)]]",18,"[[('state', 9), ('ionize', 8), ('field', 7), ('process', 6), ('form', 5), ('free', 5), ('excit', 5), ('number', 4), ('chlorin', 4), ('band', 4), ('atom', 4), ('concept', 4), ('plant', 4), ('frequenc', 3), ('molecul', 3), ('octahedr', 3), ('potenti', 3), ('electron', 3)]]"
60,1939,NA,,,,,,,,,,,,,,,
61,1940,NA,3,65,36,"[[('polaria', 4), ('singl', 4), ('level', 4), ('field', 3), ('atom', 3), ('specif', 3), ('properti', 3), ('life', 3), ('appli', 2), ('high', 2)]]","[[('polaria', 4), ('singl', 4), ('level', 4), ('field', 3), ('atom', 3), ('specif', 3), ('properti', 3), ('life', 3), ('appli', 2), ('high', 2), ('particl', 2), ('order', 2), ('certain', 2), ('averag', 2), ('experiment', 2), ('system', 2), ('valenc', 2), ('investig', 2), ('influenc', 1), ('concentr', 1), ('e', 1), ('cosmic', 1), ('ray', 1), ('free', 1), ('state', 1), ('error', 1), ('nuclear', 1), ('forc', 1), ('effect', 1), ('metal', 1), ('broaden', 1), ('inform', 1), ('distribut', 1), ('conduct', 1), ('radiat', 1), ('lowest', 1)]]","[[('polaria', 4), ('singl', 4), ('level', 4), ('field', 3), ('atom', 3), ('specif', 3), ('properti', 3), ('life', 3), ('appli', 2), ('high', 2), ('particl', 2), ('order', 2), ('certain', 2), ('averag', 2), ('experiment', 2), ('system', 2), ('valenc', 2), ('investig', 2), ('influenc', 1), ('concentr', 1), ('e', 1), ('cosmic', 1), ('ray', 1), ('free', 1), ('state', 1), ('error', 1), ('nuclear', 1), ('forc', 1), ('effect', 1), ('metal', 1), ('broaden', 1), ('inform', 1), ('distribut', 1), ('conduct', 1), ('radiat', 1), ('lowest', 1)]]","[[('polaria', 4), ('singl', 4), ('level', 4), ('field', 3), ('atom', 3), ('specif', 3), ('properti', 3), ('life', 3), ('appli', 2), ('high', 2), ('particl', 2), ('order', 2), ('certain', 2), ('averag', 2), ('experiment', 2), ('system', 2), ('valenc', 2), ('investig', 2), ('influenc', 1), ('concentr', 1), ('e', 1), ('cosmic', 1), ('ray', 1), ('free', 1), ('state', 1), ('error', 1), ('nuclear', 1), ('forc', 1), ('effect', 1), ('metal', 1), ('broaden', 1), ('inform', 1), ('distribut', 1), ('conduct', 1), ('radiat', 1), ('lowest', 1)]]",0,,4,"[[('polaria', 4), ('singl', 4), ('level', 4), ('field', 3)]]",7,"[[('polaria', 4), ('singl', 4), ('level', 4), ('field', 3), ('atom', 3), ('specif', 3), ('properti', 3)]]",9,"[[('polaria', 4), ('singl', 4), ('level', 4), ('field', 3), ('atom', 3), ('specif', 3), ('properti', 3), ('life', 3), ('appli', 2)]]"
62,1941,NA,1,21,12,"[[('absorpt', 3), ('spectra', 3), ('structur', 2), ('configur', 2), ('problem', 2), ('polyatom', 2), ('vibrat', 2), ('equilibrium', 1), ('bear', 1), ('asymmetr', 1)]]","[[('absorpt', 3), ('spectra', 3), ('structur', 2), ('configur', 2), ('problem', 2), ('polyatom', 2), ('vibrat', 2), ('equilibrium', 1), ('bear', 1), ('asymmetr', 1), ('symmetr', 1), ('photochemistri', 1)]]","[[('absorpt', 3), ('spectra', 3), ('structur', 2), ('configur', 2), ('problem', 2), ('polyatom', 2), ('vibrat', 2), ('equilibrium', 1), ('bear', 1), ('asymmetr', 1), ('symmetr', 1), ('photochemistri', 1)]]","[[('absorpt', 3), ('spectra', 3), ('structur', 2), ('configur', 2), ('problem', 2), ('polyatom', 2), ('vibrat', 2), ('equilibrium', 1), ('bear', 1), ('asymmetr', 1), ('symmetr', 1), ('photochemistri', 1)]]",0,,1,"[[('absorpt', 3)]]",2,"[[('absorpt', 3), ('spectra', 3)]]",3,"[[('absorpt', 3), ('spectra', 3), ('structur', 2)]]"
63,1942,NA,,,,,,,,,,,,,,,
64,1943,NA,1,19,12,"[[('paramet', 3), ('p', 3), ('direct', 2), ('polariz', 2), ('rapid', 2), ('radiat', 1), ('process', 1), ('probabl', 1), ('attach', 1), ('variat', 1)]]","[[('paramet', 3), ('p', 3), ('direct', 2), ('polariz', 2), ('rapid', 2), ('radiat', 1), ('process', 1), ('probabl', 1), ('attach', 1), ('variat', 1), ('experiment', 1), ('result', 1)]]","[[('paramet', 3), ('p', 3), ('direct', 2), ('polariz', 2), ('rapid', 2), ('radiat', 1), ('process', 1), ('probabl', 1), ('attach', 1), ('variat', 1), ('experiment', 1), ('result', 1)]]","[[('paramet', 3), ('p', 3), ('direct', 2), ('polariz', 2), ('rapid', 2), ('radiat', 1), ('process', 1), ('probabl', 1), ('attach', 1), ('variat', 1), ('experiment', 1), ('result', 1)]]",0,,1,"[[('paramet', 3)]]",2,"[[('paramet', 3), ('p', 3)]]",3,"[[('paramet', 3), ('p', 3), ('direct', 2)]]"
65,1944,NA,,,,,,,,,,,,,,,
66,1945,NA,1,20,10,"[[('impur', 3), ('phosphor', 3), ('releas', 3), ('distribut', 2), ('e', 2), ('depth', 2), ('trap', 2), ('probabl', 1), ('temperatur', 1), ('aris', 1)]]","[[('impur', 3), ('phosphor', 3), ('releas', 3), ('distribut', 2), ('e', 2), ('depth', 2), ('trap', 2), ('probabl', 1), ('temperatur', 1), ('aris', 1)]]","[[('impur', 3), ('phosphor', 3), ('releas', 3), ('distribut', 2), ('e', 2), ('depth', 2), ('trap', 2), ('probabl', 1), ('temperatur', 1), ('aris', 1)]]","[[('impur', 3), ('phosphor', 3), ('releas', 3), ('distribut', 2), ('e', 2), ('depth', 2), ('trap', 2), ('probabl', 1), ('temperatur', 1), ('aris', 1)]]",0,,1,"[[('impur', 3)]]",2,"[[('impur', 3), ('phosphor', 3)]]",2,"[[('impur', 3), ('phosphor', 3)]]"
67,1946,NA,,,,,,,,,,,,,,,
68,1947,NA,4,90,40,"[[('electron', 7), ('ionic', 5), ('upper', 4), ('cross', 4), ('free', 4), ('crystal', 4), ('observ', 4), ('atmospher', 3), ('content', 3), ('reaction', 3)]]","[[('electron', 7), ('ionic', 5), ('upper', 4), ('cross', 4), ('free', 4), ('crystal', 4), ('observ', 4), ('atmospher', 3), ('content', 3), ('reaction', 3), ('sensit', 3), ('wave', 3), ('featur', 3), ('agreement', 3), ('recombin', 2), ('determin', 2), ('section', 2), ('great', 2), ('general', 2), ('function', 2), ('behaviour', 2), ('valu', 2), ('bind', 2), ('paramet', 2), ('static', 2), ('theori', 1), ('fraction', 1), ('altitud', 1), ('layer', 1), ('proper', 1), ('atom', 1), ('potassium', 1), ('presenc', 1), ('ion', 1), ('lattic', 1), ('fair', 1), ('avail', 1), ('nuclei', 1), ('energi', 1), ('interact', 1)]]","[[('electron', 7), ('ionic', 5), ('upper', 4), ('cross', 4), ('free', 4), ('crystal', 4), ('observ', 4), ('atmospher', 3), ('content', 3), ('reaction', 3), ('sensit', 3), ('wave', 3), ('featur', 3), ('agreement', 3), ('recombin', 2), ('determin', 2), ('section', 2), ('great', 2), ('general', 2), ('function', 2), ('behaviour', 2), ('valu', 2), ('bind', 2), ('paramet', 2), ('static', 2), ('theori', 1), ('fraction', 1), ('altitud', 1), ('layer', 1), ('proper', 1), ('atom', 1), ('potassium', 1), ('presenc', 1), ('ion', 1), ('lattic', 1), ('fair', 1), ('avail', 1), ('nuclei', 1), ('energi', 1), ('interact', 1)]]","[[('electron', 7), ('ionic', 5), ('upper', 4), ('cross', 4), ('free', 4), ('crystal', 4), ('observ', 4), ('atmospher', 3), ('content', 3), ('reaction', 3), ('sensit', 3), ('wave', 3), ('featur', 3), ('agreement', 3), ('recombin', 2), ('determin', 2), ('section', 2), ('great', 2), ('general', 2), ('function', 2), ('behaviour', 2), ('valu', 2), ('bind', 2), ('paramet', 2), ('static', 2), ('theori', 1), ('fraction', 1), ('altitud', 1), ('layer', 1), ('proper', 1), ('atom', 1), ('potassium', 1), ('presenc', 1), ('ion', 1), ('lattic', 1), ('fair', 1), ('avail', 1), ('nuclei', 1), ('energi', 1), ('interact', 1)]]",0,,4,"[[('electron', 7), ('ionic', 5), ('upper', 4), ('cross', 4)]]",8,"[[('electron', 7), ('ionic', 5), ('upper', 4), ('cross', 4), ('free', 4), ('crystal', 4), ('observ', 4), ('atmospher', 3)]]",10,"[[('electron', 7), ('ionic', 5), ('upper', 4), ('cross', 4), ('free', 4), ('crystal', 4), ('observ', 4), ('atmospher', 3), ('content', 3), ('reaction', 3)]]"
69,1948,NA,3,65,35,"[[('maximum', 4), ('higher', 4), ('electron', 4), ('band', 3), ('sever', 3), ('altitud', 3), ('field', 3), ('recent', 3), ('experiment', 3), ('shower', 2)]]","[[('maximum', 4), ('higher', 4), ('electron', 4), ('band', 3), ('sever', 3), ('altitud', 3), ('field', 3), ('recent', 3), ('experiment', 3), ('shower', 2), ('decimetr', 2), ('secondari', 2), ('wall', 2), ('poor', 2), ('phase', 2), ('scatter', 2), ('agreement', 2), ('estim', 2), ('narrow', 1), ('earth', 1), ('emiss', 1), ('transit', 1), ('time', 1), ('pressur', 1), ('glass', 1), ('electrodeless', 1), ('discharg', 1), ('electr', 1), ('angl', 1), ('various', 1), ('atom', 1), ('excit', 1), ('fair', 1), ('inelast', 1), ('explan', 1)]]","[[('maximum', 4), ('higher', 4), ('electron', 4), ('band', 3), ('sever', 3), ('altitud', 3), ('field', 3), ('recent', 3), ('experiment', 3), ('shower', 2), ('decimetr', 2), ('secondari', 2), ('wall', 2), ('poor', 2), ('phase', 2), ('scatter', 2), ('agreement', 2), ('estim', 2), ('narrow', 1), ('earth', 1), ('emiss', 1), ('transit', 1), ('time', 1), ('pressur', 1), ('glass', 1), ('electrodeless', 1), ('discharg', 1), ('electr', 1), ('angl', 1), ('various', 1), ('atom', 1), ('excit', 1), ('fair', 1), ('inelast', 1), ('explan', 1)]]","[[('maximum', 4), ('higher', 4), ('electron', 4), ('band', 3), ('sever', 3), ('altitud', 3), ('field', 3), ('recent', 3), ('experiment', 3), ('shower', 2), ('decimetr', 2), ('secondari', 2), ('wall', 2), ('poor', 2), ('phase', 2), ('scatter', 2), ('agreement', 2), ('estim', 2), ('narrow', 1), ('earth', 1), ('emiss', 1), ('transit', 1), ('time', 1), ('pressur', 1), ('glass', 1), ('electrodeless', 1), ('discharg', 1), ('electr', 1), ('angl', 1), ('various', 1), ('atom', 1), ('excit', 1), ('fair', 1), ('inelast', 1), ('explan', 1)]]",0,,4,"[[('maximum', 4), ('higher', 4), ('electron', 4), ('band', 3)]]",7,"[[('maximum', 4), ('higher', 4), ('electron', 4), ('band', 3), ('sever', 3), ('altitud', 3), ('field', 3)]]",9,"[[('maximum', 4), ('higher', 4), ('electron', 4), ('band', 3), ('sever', 3), ('altitud', 3), ('field', 3), ('recent', 3), ('experiment', 3)]]"
